INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Averett University,370200,5,913.0,0.5164,0.7723,0.6053864168618199,1707.0,5951.0,0.69456067,17708,58009.31,1,4,2,0.0,0.0,32.0,20054.0,Graduate,Private non-profit,South East,Town: Distant,Town
Blue Ridge Community College,681900,5,,0.4075,0.1707,,2873.0,6345.0,0.765625,6000,54300,2,2,1,0.0,0.0,41.0,8422.0,Associates,Public,South East,Rural: Fringe,Rural
Bluefield College,370300,5,923.0,0.4946,0.7457,0.93273542600896,820.0,4828.0,0.677595628,13460,55033.82,1,4,2,0.0,0.0,32.0,19778.0,Graduate,Private non-profit,South East,Town: Distant,Town
Bridgewater College,370400,5,1034.0,0.2717,0.7232,0.49269514401001,1223.0,6430.0,0.921409214,21500,65460.25,1,3,2,0.0,0.0,23.0,19722.0,Bachelors,Private non-profit,South East,Suburb: Small,Suburb
College of William and Mary,370500,5,1353.0,0.1105,0.2753,0.34463616907436995,5585.0,11066.0,0.913306452,18500,83534.79,1,4,1,0.0,0.0,23.0,18300.0,Graduate,Public,South East,Suburb: Small,Suburb
Regent University,3091300,5,1051.0,0.4716,0.7425,0.84108298999411,13.0,7528.0,0.634686347,11145,64029.38,1,4,2,0.0,0.0,11.0,17986.0,Graduate,Private non-profit,South East,City: Large,City
Central School of Practical Nursing,2128700,5,,0.5455,0.0,,54.0,,,PrivacySuppressed,,3,1,1,0.0,0.0,12.0,6196.0,Certificate,Public,South East,City: Midsize,City
Central Virginia Community College,498800,5,,0.2901,0.0531,,3919.0,6269.0,PrivacySuppressed,4000,50161.82,2,2,1,0.0,0.0,13.0,6832.0,Associates,Public,South East,City: Small,City
Christopher Newport University,370600,5,1155.0,0.1523,0.4949,0.6010046158023299,5101.0,8263.0,0.900347625,20500,79798.8,1,4,1,0.0,0.0,12.0,22618.0,Graduate,Public,South East,City: Midsize,City
Suffolk Beauty Academy,2538800,5,,0.6986,0.5753,,,,PrivacySuppressed,9500,50845.74,3,1,3,0.0,0.0,21.0,14621.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Bryant & Stratton College-Virginia Beach,267811,5,,0.7884,0.7696,,160.0,3906.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,11.0,16379.0,Bachelors,Private for-profit,South East,City: Large,City
Bryant & Stratton College-Richmond,267812,5,,0.7971,0.845,,238.0,6153.0,0.408943089,9500,48773.91,1,3,3,0.0,0.0,21.0,16577.0,Bachelors,Private for-profit,South East,Suburb: Large,Suburb
Jefferson College of Health Sciences,662200,5,,0.4053,0.7705,,508.0,6840.0,0.803625378,19000,54974.55,1,4,2,0.0,0.0,13.0,23557.0,Graduate,Private non-profit,South East,City: Small,City
Dabney S Lancaster Community College,499600,5,,0.3325,0.1575,,1453.0,6656.0,0.754716981,6049.5,46832.64,2,2,1,0.0,0.0,41.0,5032.0,Associates,Public,South East,Rural: Fringe,Rural
Danville Community College,375800,5,,0.4317,0.0839,,3554.0,6268.0,0.558139535,4000,42781.19,2,2,1,0.0,0.0,32.0,6283.0,Associates,Public,South East,Town: Distant,Town
Eastern Virginia Medical School,1033800,5,,,,,14.0,11010.0,PrivacySuppressed,PrivacySuppressed,68853.24,1,4,1,0.0,0.0,12.0,,Graduate,Public,South East,City: Midsize,City
Centura College-Virginia Beach,2334400,5,,0.5635,0.7514,,251.0,4010.0,0.226586103,11875,50931.21,1,3,3,0.0,0.0,11.0,25582.0,Bachelors,Private for-profit,South East,City: Large,City
Emory & Henry College,370900,5,980.0,0.3854,0.7381,0.7637362637362599,975.0,6243.0,0.907834101,18125,53554.3,1,4,2,0.0,0.0,41.0,20166.0,Graduate,Private non-profit,South East,Rural: Fringe,Rural
Eastern Mennonite University,370800,5,1009.0,0.3297,0.7473,0.6171497584540999,1086.0,6003.0,0.927350427,15000,59648.45,1,4,2,0.0,0.0,13.0,21344.0,Graduate,Private non-profit,South East,City: Small,City
Eastern Shore Community College,374800,5,,0.447,0.0,,773.0,6198.0,,PrivacySuppressed,39719.52,2,2,1,0.0,0.0,43.0,5272.0,Associates,Public,South East,Rural: Remote,Rural
Ferrum College,371100,5,881.0,0.5706,0.9042,0.72947019867549,914.0,6037.0,0.838235294,15000,59937.19,1,3,2,0.0,0.0,42.0,17798.0,Bachelors,Private non-profit,South East,Rural: Distant,Rural
George Mason University,374900,5,1153.0,0.2658,0.4429,0.6886856830899399,15185.0,10612.0,0.869641809,16000,95275.15,1,4,1,0.0,0.0,21.0,19245.0,Graduate,Public,South East,Suburb: Large,Suburb
Germanna Community College,866000,5,,0.2697,0.114,,3856.0,6304.0,PrivacySuppressed,5500,72720.07,2,2,1,0.0,0.0,41.0,7036.0,Associates,Public,South East,Rural: Fringe,Rural
Hampden-Sydney College,371300,5,1112.0,0.1982,0.6072,0.5479228889492199,976.0,8091.0,0.862745098,22160,68823.49,1,3,2,0.0,1.0,42.0,27154.0,Bachelors,Private non-profit,South East,Rural: Distant,Rural
Hampton University,371400,5,1020.0,0.3857,0.6729,0.6904854747514101,4891.0,6256.0,0.621112158,21500,65714.12,1,4,2,0.0,0.0,12.0,28272.0,Graduate,Private non-profit,South East,City: Midsize,City
Hollins University,371500,5,1124.0,0.4597,0.7013,0.60994178235557,806.0,6796.0,0.708333333,19000,65801,1,4,2,1.0,0.0,22.0,17408.0,Graduate,Private non-profit,South East,Suburb: Midsize,Suburb
J Sargeant Reynolds Community College,375900,5,,0.4299,0.2233,,10091.0,6804.0,0.632743363,7750,58115.04,2,2,1,0.0,0.0,21.0,7525.0,Associates,Public,South East,Suburb: Large,Suburb
James Madison University,372100,5,1134.0,0.1463,0.3907,0.72573347637483,14280.0,8315.0,0.935210312,18015,81580.49,1,4,1,0.0,0.0,13.0,19669.0,Graduate,Public,South East,City: Small,City
John Tyler Community College,400400,5,,0.2859,0.1352,,5238.0,6662.0,0.65,5069,65586.66,2,2,1,0.0,0.0,21.0,6845.0,Associates,Public,South East,Suburb: Large,Suburb
Liberty University,2053000,5,1070.0,0.4988,0.6656,0.21564901095308,5403.0,4594.0,0.748647024,12500,62401.61,1,4,2,0.0,0.0,13.0,23815.0,Graduate,Private non-profit,South East,City: Small,City
Longwood University,371900,5,985.0,0.2315,0.5411,0.78901611535199,3387.0,7258.0,0.916067146,19331,69841.16,1,4,1,0.0,0.0,33.0,19650.0,Graduate,Public,South East,Town: Remote,Town
Lord Fairfax Community College,865900,5,,0.2759,0.0979,,3945.0,6670.0,,5500,62094.19,2,2,1,0.0,0.0,41.0,6911.0,Associates,Public,South East,Rural: Fringe,Rural
Lynchburg College,372000,5,1014.0,0.3267,0.6867,0.6940602115540999,1748.0,7337.0,0.793650794,22500,73876.57,1,4,2,0.0,0.0,13.0,21592.0,Graduate,Private non-profit,South East,City: Small,City
Centra College of Nursing,2175800,5,,0.5166,0.7748,,184.0,6171.0,0.769230769,11174,52002.66,2,2,2,0.0,0.0,13.0,,Associates,Private non-profit,South East,City: Small,City
Mary Baldwin University,372300,5,1009.0,0.5791,0.8285,0.97080028839221,1388.0,6689.0,0.721068249,18750,62187.09,1,4,2,1.0,0.0,13.0,18653.0,Graduate,Private non-profit,South East,City: Small,City
University of Mary Washington,374600,5,1110.0,0.16699999999999998,0.4447,0.8265177445505301,4103.0,7683.0,0.913862719,15000,83782.23,1,4,1,0.0,0.0,22.0,20186.0,Graduate,Public,South East,Suburb: Midsize,Suburb
Marymount University,372400,5,999.0,0.2708,0.5709,0.6847988077496199,2004.0,8249.0,0.866438356,20832,89815.48,1,4,2,0.0,0.0,12.0,25146.0,Graduate,Private non-profit,South East,City: Midsize,City
Danville Regional Medical Center School of Health Professions,2111600,5,,0.4444,0.7778,,66.0,3985.0,PrivacySuppressed,PrivacySuppressed,44559.01,2,1,3,0.0,0.0,32.0,,Certificate,Private for-profit,South East,Town: Distant,Town
Mountain Empire Community College,962900,5,,0.4731,0.0,,2741.0,6059.0,PrivacySuppressed,PrivacySuppressed,35558.98,2,2,1,0.0,0.0,32.0,6129.0,Associates,Public,South East,Town: Distant,Town
American National University,372600,5,,0.8152,0.8092,,2455.0,3411.0,0.292461832,12668,47753.08,1,4,3,0.0,0.0,22.0,19541.0,Graduate,Private for-profit,South East,Suburb: Midsize,Suburb
New River Community College,522300,5,,0.3302,0.1472,,3692.0,7318.0,0.682634731,4895.5,48306.61,2,2,1,0.0,0.0,31.0,6645.0,Associates,Public,South East,Town: Fringe,Town
Sentara College of Health Sciences,3106500,5,,0.2561,0.5831,,71.0,7118.0,0.816143498,17750,61444.27,1,3,2,0.0,0.0,21.0,,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Tidewater Tech-Trades,2320900,5,,0.6047,0.6346,,51.0,,0.146341463,9500,46671.13,3,1,3,0.0,0.0,12.0,21031.0,Certificate,Private for-profit,South East,City: Midsize,City
Norfolk State University,376500,5,808.0,0.6296,0.7629,0.78936605316973,5890.0,7907.0,0.420982736,24772,56695.39,1,4,1,0.0,0.0,12.0,13258.0,Graduate,Public,South East,City: Midsize,City
Northern Virginia Community College,372700,5,,0.272,0.1719,,37073.0,7825.0,0.774545455,6000,94139.27,2,2,1,0.0,0.0,21.0,9565.0,Associates,Public,South East,Suburb: Large,Suburb
Old Dominion University,372800,5,1020.0,0.3653,0.5682,0.8311251314405799,12786.0,8963.0,0.705342903,16221,63797.48,1,4,1,0.0,0.0,12.0,15935.0,Graduate,Public,South East,City: Midsize,City
Patrick Henry Community College,375100,5,,0.4883,0.0,,2936.0,6171.0,PrivacySuppressed,PrivacySuppressed,43321.4,2,2,1,0.0,0.0,41.0,5322.0,Associates,Public,South East,Rural: Fringe,Rural
Paul D Camp Community College,915900,5,,0.4027,0.0,,1540.0,6071.0,,4000,49909.74,2,2,1,0.0,0.0,32.0,5687.0,Associates,Public,South East,Town: Distant,Town
Southside Regional Medical Center Professional Schools,1274400,5,,0.2033,0.4878,0.0,26.0,6528.0,0.759493671,10500,61089.32,2,2,3,0.0,0.0,21.0,,Associates,Private for-profit,South East,Suburb: Large,Suburb
Miller-Motte Technical College-Lynchburg,499200,5,,0.8981,0.8714,,181.0,3348.0,0.381242387,10586,61513.08,2,2,3,0.0,0.0,13.0,16629.0,Associates,Private for-profit,South East,City: Small,City
Piedmont Virginia Community College,992800,5,,0.2605,0.1003,,4277.0,6620.0,0.701149425,4750,58642.9,2,2,1,0.0,0.0,23.0,7761.0,Associates,Public,South East,Suburb: Small,Suburb
Radford University,373200,5,,0.3023,0.6043,0.8307732703163899,7622.0,8047.0,0.866628176,15750,67375.29,1,4,1,0.0,0.0,13.0,16772.0,Graduate,Public,South East,City: Small,City
Sylvain Melloul International Hair Academy,1159600,5,,0.7971,0.9493,,19.0,,PrivacySuppressed,9335,49027.07,3,1,3,0.0,0.0,13.0,14866.0,Certificate,Private for-profit,South East,City: Small,City
Randolph-Macon College,373300,5,1098.0,0.2389,0.67,0.6637466307277601,1171.0,8001.0,0.889344262,24250,76295.38,1,3,2,0.0,0.0,21.0,25266.0,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Randolph College,373400,5,1014.0,0.2904,0.643,0.8053024026512,741.0,7731.0,0.78,19000,68832.25,1,4,2,0.0,0.0,13.0,24215.0,Graduate,Private non-profit,South East,City: Small,City
Rappahannock Community College,916000,5,,0.2611,0.0,,1774.0,6321.0,,PrivacySuppressed,54421.3,2,2,1,0.0,0.0,42.0,5507.0,Associates,Public,South East,Rural: Distant,Rural
Fortis College-Norfolk,2342700,5,,0.7968,0.6032,,,4839.0,0.274709302,9336,56373.06,2,2,3,0.0,0.0,12.0,28889.0,Associates,Private for-profit,South East,City: Midsize,City
Richard Bland College of William and Mary,370700,5,,0.3199,0.272,0.59990574929311,1267.0,6171.0,PrivacySuppressed,5625,59560.88,2,2,1,0.0,0.0,41.0,10015.0,Associates,Public,South East,Rural: Fringe,Rural
Bon Secours Memorial College of Nursing,1004300,5,,0.2464,0.7721,,98.0,7032.0,0.888888889,22250,70965.44,1,3,2,0.0,0.0,21.0,,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
University of Richmond,374400,5,1337.0,0.1817,0.3906,0.31111556580134003,3652.0,11913.0,0.828096118,19500,83716.34,1,4,2,0.0,0.0,12.0,23329.0,Graduate,Private non-profit,South East,City: Midsize,City
Riverside College of Health Careers,2140000,5,,0.3803,0.6714,1.0,137.0,5470.0,0.75,12501,61090.12,2,2,2,0.0,0.0,12.0,,Associates,Private non-profit,South East,City: Midsize,City
Roanoke College,373600,5,1092.0,0.2546,0.6772,0.72462427745664,1677.0,7447.0,0.889108911,23250,74630.57,1,3,2,0.0,0.0,22.0,27985.0,Bachelors,Private non-profit,South East,Suburb: Midsize,Suburb
Bon Secours St Mary's Hospital School of Medical Imaging,2358500,5,,0.2581,1.0,,,,PrivacySuppressed,11837.5,,2,1,2,0.0,0.0,21.0,,Certificate,Private non-profit,South East,Suburb: Large,Suburb
Shenandoah University,373700,5,1005.0,0.2542,0.7738,0.8204500978473499,1339.0,7604.0,0.744680851,19500,74666.57,1,4,2,0.0,0.0,13.0,27779.0,Graduate,Private non-profit,South East,City: Small,City
Southern Virginia University,373800,5,1041.0,0.5219,0.6124,0.38290598290598,,6203.0,0.770642202,9500,65610.54,1,3,2,0.0,0.0,32.0,20053.0,Bachelors,Private non-profit,South East,Town: Distant,Town
Southside Virginia Community College,866100,5,,0.3759,0.0,,3755.0,6502.0,,PrivacySuppressed,42348.87,2,2,1,0.0,0.0,42.0,8811.0,Associates,Public,South East,Rural: Distant,Rural
Southwest Virginia Community College,726000,5,,0.4753,0.0,,3819.0,6226.0,PrivacySuppressed,PrivacySuppressed,35309.43,2,2,1,0.0,0.0,41.0,6354.0,Associates,Public,South East,Rural: Fringe,Rural
Staunton School of Cosmetology,953500,5,,0.7111,0.6889,,21.0,,0.4,9185,54360.06,3,1,3,0.0,0.0,13.0,11832.0,Certificate,Private for-profit,South East,City: Small,City
Strayer University-Virginia,145901,5,,0.4058,0.5118,,1244.0,6691.0,0.529604068,9704,,1,4,3,0.0,0.0,12.0,25802.0,Graduate,Private for-profit,South East,City: Midsize,City
Sweet Briar College,374200,5,1098.0,0.2836,0.5195,0.9494949494949398,749.0,6905.0,0.81300813,12594.5,72916.57,1,4,2,1.0,0.0,22.0,24606.0,Graduate,Private non-profit,South East,Suburb: Midsize,Suburb
Thomas Nelson Community College,687100,5,,0.4404,0.2444,,7379.0,7294.0,0.628712871,5862,56140.55,2,2,1,0.0,0.0,12.0,7694.0,Associates,Public,South East,City: Midsize,City
Tidewater Community College,371200,5,,0.4505,0.2563,,20184.0,6771.0,0.693989071,5500,58074.28,2,2,1,0.0,0.0,12.0,7126.0,Associates,Public,South East,City: Midsize,City
Union Presbyterian Seminary,374300,5,,,,,,7868.0,,PrivacySuppressed,,1,4,2,0.0,0.0,12.0,,Graduate,Private non-profit,South East,City: Midsize,City
The University of Virginia's College at Wise,374700,5,942.0,0.4023,0.4162,0.7687140115163101,1447.0,5397.0,0.834782609,12000,48782.99,1,3,1,0.0,0.0,32.0,9062.0,Bachelors,Public,South East,Town: Distant,Town
Virginia Highlands Community College,709900,5,,0.4447,0.0,,2254.0,6374.0,,PrivacySuppressed,42843.53,2,2,1,0.0,0.0,23.0,6218.0,Associates,Public,South East,Suburb: Small,Suburb
Virginia Polytechnic Institute and State University,375400,5,1210.0,0.172,0.4227,0.73406642728904,21428.0,10882.0,0.890760347,21500,77607.85,1,4,1,0.0,0.0,13.0,20172.0,Graduate,Public,South East,City: Small,City
Virginia Western Community College,376000,5,,0.3084,0.14400000000000002,,7307.0,6600.0,0.650485437,6500,51808.43,2,2,1,0.0,0.0,13.0,7109.0,Associates,Public,South East,City: Small,City
Virginia Commonwealth University,373500,5,1097.0,0.2857,0.5137,0.78953763077961,16505.0,8788.0,0.703014417,18750,72221.8,1,4,1,0.0,0.0,12.0,21741.0,Graduate,Public,South East,City: Midsize,City
University of Virginia-Main Campus,374500,5,1364.0,0.1265,0.2594,0.29785992217897994,13712.0,13262.0,0.908944831,17250,79524.13,1,4,1,0.0,0.0,23.0,19430.0,Graduate,Public,South East,Suburb: Small,Suburb
Virginia Military Institute,375300,5,1139.0,0.1406,0.4759,0.52838673412029,1300.0,7605.0,0.938461539,21500,73425.96,1,3,1,0.0,0.0,32.0,17687.0,Bachelors,Public,South East,Town: Distant,Town
Virginia School of Hair Design,953700,5,,0.6774,0.0,,95.0,,,PrivacySuppressed,51582.77,3,1,3,0.0,0.0,12.0,12458.0,Certificate,Private for-profit,South East,City: Midsize,City
Virginia University of Lynchburg,376200,5,,0.9841,1.0,,,4740.0,PrivacySuppressed,10625,48547.69,1,4,2,0.0,0.0,13.0,13949.0,Graduate,Private non-profit,South East,City: Small,City
Virginia State University,376400,5,857.0,0.7212,0.8366,0.7697744360902199,3473.0,7291.0,0.514592934,21500,59119.77,1,4,1,0.0,0.0,21.0,13617.0,Graduate,Public,South East,Suburb: Large,Suburb
Virginia Union University,376600,5,772.0,0.7385,0.8904,0.49039116805233,1241.0,5660.0,0.424242424,16500,59784.74,1,4,2,0.0,0.0,12.0,19160.0,Graduate,Private non-profit,South East,City: Midsize,City
Virginia Wesleyan College,376700,5,982.0,0.4031,0.7102,0.9254054054054,1421.0,7700.0,0.811912226,17750,71508.51,1,3,2,0.0,0.0,11.0,24141.0,Bachelors,Private non-profit,South East,City: Large,City
Washington and Lee University,376800,5,1395.0,0.0952,0.2196,0.23879486702622,1705.0,12611.0,PrivacySuppressed,19500,80995.13,1,4,2,0.0,0.0,32.0,24472.0,Graduate,Private non-profit,South East,Town: Distant,Town
Wilson Workforce and Rehabilitation Center,2197600,5,,0.1296,0.0,1.0,,,,PrivacySuppressed,59219.91,3,1,1,0.0,0.0,23.0,22777.0,Certificate,Public,South East,Suburb: Small,Suburb
Wytheville Community College,376100,5,,0.3725,0.0542,,2339.0,6382.0,PrivacySuppressed,4750,42096.71,2,2,1,0.0,0.0,32.0,1869.0,Associates,Public,South East,Town: Distant,Town
Beauty Academy,2504900,8,,0.5957,0.5851,,61.0,,PrivacySuppressed,6748,51336.08,3,1,3,0.0,0.0,13.0,12551.0,Certificate,Private for-profit,Far West,City: Small,City
The Art Institute of Seattle,2291300,8,,0.4579,0.6524,,2561.0,5811.0,0.673316708,12111,65189.06,1,3,3,0.0,0.0,11.0,25972.0,Bachelors,Private for-profit,Far West,City: Large,City
Evergreen Beauty and Barber College-Bellevue,2105300,8,,0.3846,0.4615,,59.0,,PrivacySuppressed,7917,74210.25,3,1,3,0.0,0.0,12.0,14013.0,Certificate,Private for-profit,Far West,City: Midsize,City
Bellevue College,376900,8,,0.1368,0.0817,,11234.0,6870.0,0.875816994,7125,78517.58,1,3,1,0.0,0.0,12.0,7776.0,Bachelors,Public,Far West,City: Midsize,City
Bellingham Technical College,499900,8,,0.4794,0.3246,,3682.0,6330.0,PrivacySuppressed,9798,55729.3,2,2,1,0.0,0.0,13.0,3941.0,Associates,Public,Far West,City: Small,City
Big Bend Community College,377000,8,,0.434,0.2014,,1854.0,6508.0,0.54,6500,49854.31,2,2,1,0.0,0.0,33.0,6354.0,Associates,Public,Far West,Town: Remote,Town
Central Washington University,377100,8,978.0,0.3511,0.5042,0.8161734900688999,7603.0,7781.0,0.724137931,15000,63170.67,1,4,1,0.0,0.0,32.0,15170.0,Graduate,Public,Far West,Town: Distant,Town
Centralia College,377200,8,,0.2795,0.0,,3063.0,6181.0,,PrivacySuppressed,51494.45,1,3,1,0.0,0.0,32.0,5293.0,Bachelors,Public,Far West,Town: Distant,Town
City University of Seattle,1302200,8,,0.2236,0.415,,3573.0,5697.0,0.711864407,10500,67486.66,1,4,2,0.0,0.0,11.0,,Graduate,Private non-profit,Far West,City: Large,City
Paul Mitchell the School-Richland,3065000,8,,0.4603,0.4339,,57.0,,PrivacySuppressed,7917,58665.33,2,1,3,0.0,0.0,13.0,11042.0,Certificate,Private for-profit,Far West,City: Small,City
Clark College,377300,8,,0.3533,0.1945,,8241.0,6713.0,0.677325581,6765,64209.24,1,2,1,0.0,0.0,12.0,8003.0,Associates,Public,Far West,City: Midsize,City
Clover Park Technical College,575200,8,,0.3794,0.2681,,7921.0,5790.0,0.588850174,8955,59661.94,1,2,1,0.0,0.0,13.0,7107.0,Associates,Public,Far West,City: Small,City
Columbia Basin College,377400,8,,0.3115,0.1001,,5714.0,6131.0,0.78030303,6000,59028.35,1,3,1,0.0,0.0,22.0,8048.0,Bachelors,Public,Far West,Suburb: Midsize,Suburb
Cornish College of the Arts,1231500,8,,0.3882,0.8222,0.6789297658862801,634.0,6166.0,0.73125,21474,69763.39,1,4,2,0.0,0.0,11.0,35118.0,Graduate,Private non-profit,Far West,City: Large,City
Divers Institute of Technology,1148100,8,,0.4817,0.5114,,81.0,,0.654411765,9500,65798.68,3,1,3,0.0,0.0,11.0,35078.0,Certificate,Private for-profit,Far West,City: Large,City
Eastern Washington University,377500,8,970.0,0.3747,0.6586,0.8207510646535,7567.0,8178.0,0.851960784,15000,56952.77,1,4,1,0.0,0.0,31.0,13145.0,Graduate,Public,Far West,Town: Fringe,Town
Edmonds Community College,500100,8,,0.1662,0.0885,,8094.0,6876.0,0.586666667,7500,70427.8,2,2,1,0.0,0.0,21.0,8593.0,Associates,Public,Far West,Suburb: Large,Suburb
Everett Community College,377600,8,,0.1913,0.0832,,6102.0,6575.0,0.600858369,6267,66466.29,2,2,1,0.0,0.0,12.0,6350.0,Associates,Public,Far West,City: Midsize,City
Paroba College of Cosmetology,2184200,8,,0.5771,0.5721,0.91489361702127,68.0,,PrivacySuppressed,7917,70613.95,3,1,3,0.0,0.0,12.0,13463.0,Certificate,Private for-profit,Far West,City: Midsize,City
The Evergreen State College,815500,8,1067.0,0.4536,0.5222,0.97878440366972,3901.0,7927.0,0.683050848,13168,63843.36,1,4,1,0.0,0.0,22.0,12633.0,Graduate,Public,Far West,Suburb: Midsize,Suburb
Pierce College-Fort Steilacoom,500000,8,,0.344,0.179,,9238.0,6394.0,0.694117647,6123,62175.08,2,2,1,0.0,0.0,13.0,6762.0,Associates,Public,Far West,City: Small,City
Glen Dow Academy of Hair Design,973900,8,,0.4138,0.5043,,76.0,,0.418367347,7917,52802.85,3,1,3,0.0,0.0,12.0,10900.0,Certificate,Private for-profit,Far West,City: Midsize,City
Gonzaga University,377800,8,1205.0,0.1677,0.4871,0.7348788824491,3019.0,8849.0,0.922572179,23500,67848.44,1,4,2,0.0,0.0,12.0,32083.0,Graduate,Private non-profit,Far West,City: Midsize,City
Grays Harbor College,377900,8,,0.4272,0.1575,,1950.0,5851.0,0.696969697,6223,47231.93,2,2,1,0.0,0.0,41.0,6019.0,Associates,Public,Far West,Rural: Fringe,Rural
